Coupling,Cohesion,Complxity,Sability,Standard Deviation,Encapsulation,Interfacing,Average Of Parameters Methods,Average Of Number of Edges,Average Of Number of Actions,Average Of Locality
-0.6341448268334665,29.632402358142492,0.46671352324771054,6.986674837533703,0.7654937654836905,1.6111137322743831,49.96815286624205,3.3288043478260874,-7.228260869565215,-14.456521739130446,NaN
-0.6341448268334665,29.632402358142492,0.46671352324771054,6.986674837533703,0.7654937654836905,1.6111137322743831,49.96815286624205,3.3288043478260874,-7.228260869565215,-14.456521739130446,NaN
-0.6419733184939804,29.632402358142492,0.5420222553976999,6.986674837533703,0.6335873061997508,1.1277796125920683,49.96815286624205,3.4801136363636367,-7.0265151515151585,-14.053030303030273,NaN
-0.6419733184939804,29.632402358142492,0.5420222553976999,6.986674837533703,0.6335873061997508,1.1277796125920683,49.96815286624205,3.4801136363636367,-7.0265151515151585,-14.053030303030273,NaN
0.23822123659211136,0.7038737593758493,0.07403180502888825,0.6896572209350681,0.15152818153527564,0.17172441258462762,0.08602150537634357,0.0,0.0,0.0,NaN
0.15555057758621404,0.7321916855557202,0.18605821314390203,0.8623604879676663,0.2076888327890184,0.24847129008202834,0.09395973154362358,0.0,0.0,0.0,NaN
0.16521608136997373,0.6777040896647963,0.21347820907686735,0.8623604879676663,0.18397102503643695,0.277703206562267,0.09395973154362358,0.0,0.0,0.0,NaN
0.2948348149477071,0.6154906406251591,0.3192447045832214,0.6351529644594704,0.22928448859678266,0.06500829187396351,0.10447761194029903,0.0,0.0,0.0,NaN
0.4299923062341803,0.16168717363849683,0.13459604686391638,0.5430742689930775,0.6267303145789402,0.06886253842775582,0.11067193675889153,0.0,0.0,0.0,NaN
0.1851757395900955,0.7073210407413961,0.24138784779434988,0.7690338229349142,0.2229099854836407,0.06070460704607046,0.11149825783972167,0.0,0.0,0.0,NaN
0.19855701776691517,0.650745070095071,0.3018885879495774,0.7690338229349142,0.27250645546769137,0.06070460704607046,0.11149825783972167,0.0,0.0,0.0,NaN
0.26954666632996876,0.7081530403097244,0.03217356685099188,0.7166477088072796,0.18406277076450406,0.12810457516339868,0.117647058823529,0.0,0.0,0.0,NaN
0.15571787552998648,0.7357511767445744,0.10011811282552727,0.8653673524158544,0.2295369683002563,0.04377442769402568,0.12060301507537674,0.0,0.0,0.0,NaN
0.18284206306956782,0.5694778682732018,0.19525710353206607,0.8191794346034817,0.15360080928932934,0.05987017945780832,0.12371134020618513,0.0,0.0,0.0,NaN
0.18284206306956782,0.6252761623470686,0.17419741593406693,0.8191794346034817,0.21244217036904883,0.20954562810232913,0.12371134020618513,0.0,0.0,0.0,NaN
0.2046281532360276,0.7380536667714988,0.007205607396846265,0.7705477116158516,0.07254917868037318,0.06145404663923182,0.12698412698412764,0.0,0.0,0.0,NaN
0.20124153345053633,0.7380536667714988,0.0,0.7705477116158516,0.0,0.1382716049382716,0.12698412698412764,0.0,0.0,0.0,NaN
0.12212337799907354,0.7638034973866531,0.1318923905994637,0.9123327701931417,0.09784431746509789,0.057594123048668504,0.13223140495867702,0.0,0.0,0.0,NaN
0.20199542446365432,0.8240151297614684,0.514436507915886,0.7723180398750902,0.29771715777914476,0.06059903381642512,0.13913043478260945,0.0,0.0,0.0,NaN
0.25895077739156064,0.7716826954216192,0.020777269769071394,0.720208829641644,0.18371624161885636,0.12786952089704384,0.14678899082568697,0.0,0.0,0.0,NaN
0.32788833373060966,0.5288398654194042,0.40051620963658974,0.6122589388095485,0.3042394508970328,0.06574423480083857,0.15094339622641506,0.0,0.0,0.0,NaN
0.3351344221018308,0.4675670217382898,0.26368784313902366,0.6122589388095485,0.36390841624341114,0.06574423480083857,0.15094339622641506,0.0,0.0,0.0,NaN
0.1763792132414401,0.6848071038804228,0.21585923359506007,0.8223325720459046,0.18815244531827657,0.1494187154564513,0.15094339622641506,0.0,0.0,0.0,NaN
0.1796728897738134,0.7405096890450724,0.180819959203878,0.8223325720459046,0.18815244531827618,0.2390699447303221,0.15094339622641506,0.0,0.0,0.0,NaN
0.20471758861768677,0.7417845721562352,0.010700580702887015,0.7738697377635982,0.07230612149534535,0.06134585289514867,0.15492957746478964,0.0,0.0,0.0,NaN
0.4628104992027477,0.3241885675244819,0.586911133687922,0.48954696132596676,0.40286934243069833,0.27875555555555553,0.15999999999999903,0.0,0.0,0.0,NaN
0.28754997932204585,0.5634624388005542,0.2077572155016343,0.6688369036127254,0.32571934912400174,0.0647666253614209,0.1635687732341995,0.0,0.0,0.0,NaN
0.20208818839690915,0.8275449783648371,0.24746757903543895,0.7755908532842234,0.24425124427180245,0.06049382716049382,0.16666666666666607,0.0,0.0,0.0,NaN
0.3692450713751509,0.12511860475951808,0.20344474498189366,0.6118018655652153,0.5233977160903261,0.06662417675801996,0.16826003824091829,0.0,0.0,0.0,NaN
0.421745147672805,0.17229946006236796,0.20826049331534505,0.5513986166093876,0.5849650172543017,0.06859142607174103,0.17322834645669416,0.0,0.0,0.0,NaN
0.41796519999884124,0.17229946006236796,0.4240670164242378,0.5513986166093876,0.6015838727698597,0.06859142607174103,0.17322834645669416,0.0,0.0,0.0,NaN
0.2624611988036495,0.7755023386997881,0.028129582722303696,0.6979742173112338,0.12457838908942545,0.12763532763532764,0.1758241758241752,0.0,0.0,0.0,NaN
0.17651456981126365,0.7441341723263338,0.1804239674042516,0.8495799591311584,0.18782605339447567,0.23866057838660576,0.17808219178082174,0.0,0.0,0.0,NaN
0.12572604943632612,0.7707010408064722,0.13802240066413762,0.8948910955974041,0.037757625383298,0.05740435658063335,0.18451400329489331,0.0,0.0,0.0,NaN
0.4508982770384658,0.19960534408295694,0.31041282044767216,0.5219726293269811,0.5475799597580921,0.27819915724107336,0.19161676646706427,0.0,0.0,0.0,NaN
0.28392783470668925,0.6279677312634334,0.26791758411910205,0.6725263686589654,0.26593313835939936,0.06464646464646465,0.19294990723562222,0.0,0.0,0.0,NaN
0.2874903827927255,0.6279677312634334,0.24138784779434988,0.6464088397790055,0.2868902221017675,0.06464646464646465,0.19294990723562222,0.0,0.0,0.0,NaN
0.1988527045897132,0.6622171473318474,0.2575723663148226,0.7788523224527704,0.24387959843090715,0.10568072405160793,0.19410745233968796,0.0,0.0,0.0,NaN
0.21784320161606785,0.7191999811973862,0.036797318912720256,0.7537602485204772,0.1090798187514423,0.1705021747726374,0.1992882562277587,0.0,0.0,0.0,NaN
0.4101008294944644,0.1775743293457459,0.3047412751081736,0.5555362589412669,0.5085682360456698,0.06845666884959616,0.2043222003929268,0.0,0.0,0.0,NaN
0.1766494636235837,0.7477462642117616,0.15558569202267283,0.852670349907919,0.05561798209191231,0.2382526115859449,0.2051282051282044,0.0,0.0,0.0,NaN
0.20152672248510406,0.6922341152357094,0.017653738122273353,0.7804788213627992,0.08402463161543189,0.06113060428849903,0.21052631578947434,0.0,0.0,0.0,NaN
0.32761592439334586,0.5986356234471399,0.19338996957522592,0.6464088397790055,0.3383229729284244,0.0654970760233918,0.21052631578947434,0.0,0.0,0.0,NaN
0.18566191059651982,0.4974613849183489,0.2393682830914276,0.8064577797319774,0.10475639570779727,0.10549788542868127,0.221453287197233,0.0,0.0,0.0,NaN
0.2767631546669937,0.632095953844986,0.21814976393952068,0.702271332105586,0.21143989545770925,0.06452674897119341,0.22222222222222254,0.0,0.0,0.0,NaN
0.4097975483582369,0.11915281257116817,0.26799561275535133,0.5872603184920375,0.5321900210922713,0.06832244008714597,0.235294117647058,0.0,0.0,0.0,NaN
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
