Average Of Parameters Methods,Average Of Number of Edges,Average Of Number of Actions,Average Of Locality,Coupling,Cohesion,Complxity,Sability,Standard Deviation,Encapsulation,Interfacing
NaN,0.24631578947368415,0.24631578947368415,0.4274537695590329,0.7241525985119482,0.18892282896921964,0.3391052318668252,0.0462633451957295,0.5181989952178023,0.33405172413793105,NaN
NaN,0.2973913043478261,0.2973913043478261,0.3139087704305095,0.7406258588589519,0.18892282896921964,0.6279726516052317,0.0,0.5627380854048242,0.05567528735632184,NaN
NaN,0.23333333333333334,0.23333333333333334,0.3932568932568933,0.7173279620824753,0.19741490153617103,0.4120935960591133,0.0092526690391459,0.6716091351486081,0.055357142857142855,NaN
NaN,0.26666666666666666,0.26666666666666666,0.33353808353808345,0.7039100328313082,0.10173238377398974,0.4197837521917007,0.027444357319500567,0.6687586806687742,0.1094632768361582,NaN
NaN,0.31783783783783776,0.31783783783783776,0.28647320539212445,0.706805058984517,0.008188022833309994,0.47613658254671537,0.04522952742599273,0.6727599200432867,0.27060055865921784,NaN
NaN,0.33391304347826084,0.33391304347826084,0.28399743617134915,0.7321146743463333,0.4594715511342702,0.2792385057471264,0.05397390272835112,0.554628993607377,0.3229166666666667,NaN
NaN,0.36,0.36,0.2772317772317771,0.7333903660546048,0.4661873742119024,0.28976947990093344,0.06262165509919193,0.5320417232109845,0.32113259668508287,NaN
NaN,0.34714285714285714,0.34714285714285714,0.2598280098280099,0.7059782949769388,0.4858968549832141,0.29692185157421286,0.08800092836144202,0.5967033158193444,0.0,NaN
NaN,0.4145454545454545,0.4145454545454545,0.22408979227161044,0.6904003205183593,0.3777933392375342,0.23159904422788602,0.13174996131827332,0.6168542482079348,0.6844429347826086,NaN
NaN,0.44210526315789467,0.44210526315789467,0.20923315660157762,0.7215562694355184,0.3777933392375342,0.3206755997001499,0.08800092836144202,0.5055171674768654,0.5791440217391305,NaN
NaN,0.4725,0.4725,0.1630835380835381,0.7073676818881094,0.3848054591777944,0.25987884436160297,0.09627777243435598,0.4669390126258722,0.3141891891891892,NaN
NaN,NaN,NaN,NaN,-0.13439125798879187,6.015788242044565,0.0,1.8646281290119837,0.0,0.0,NaN
NaN,0.2819999999999999,0.2819999999999999,0.3217137592137593,0.6462080666595467,0.0,0.7821234119782213,0.13635512268215033,0.5097806522867272,0.0,NaN
NaN,0.29333333333333333,0.29333333333333333,0.32876057876057874,0.6403632140767962,0.32119463989424624,0.19450713125112834,0.1441187978610423,0.35197762564068175,0.05071989528795812,NaN
NaN,0.27199999999999996,0.27199999999999996,0.33927108927108923,0.6345792453751159,0.32824589452076425,0.43251616379310337,0.15180160142348764,0.4457758711944532,0.050455729166666664,NaN
NaN,0.30947368421052623,0.30947368421052623,0.2999698262856158,0.6362809843811695,0.3352240791511524,0.45292120778988737,0.15940479044124423,0.49485019810609254,0.5521373056994818,NaN
NaN,0.39789473684210525,0.39789473684210525,0.2607439975861028,0.6266577923766203,0.3557313972486198,0.17839549612948624,0.18174885612608027,0.4914390751458995,0.09885204081632652,NaN
NaN,0.5025,0.5025,0.16244369369369377,0.624526624503813,0.3756204042476712,0.3733754981805579,0.2034192313882579,0.45162502182134334,0.09736180904522614,NaN
NaN,0.32727272727272727,0.32727272727272727,0.5074826893008711,0.5633799133945567,0.2405850307910944,0.10506465517241378,0.3033807829181495,0.37167573433371603,0.18629807692307693,NaN
NaN,0.37333333333333324,0.37333333333333324,0.23559923559923562,0.5554773426839794,0.35525042600146817,0.07249959143650923,0.283938540419288,0.33558122660234574,0.36729857819905215,NaN
NaN,0.12,0.12,0.57002457002457,0.47237884915436534,0.331045872969132,0.009843895619757688,0.3501009906703857,0.2901664648008187,0.0,NaN
NaN,0.12,0.12,0.57002457002457,0.47237884915436534,0.331045872969132,0.009843895619757688,0.3501009906703857,0.2901664648008187,0.0,NaN
NaN,0.0,0.0,1.0,0.4659231119913503,0.331045872969132,0.0885950605778192,0.38636145041839,0.37547345508132224,0.0,NaN
NaN,0.12,0.12,0.57002457002457,0.4681522230297008,0.33707273240956503,0.0391990103602907,0.35579209421827873,0.2203812931267433,0.0,NaN
NaN,0.0,0.0,1.0,0.4639633346382922,0.4318450971103742,0.0,0.3973690899847485,0.3260735987844316,0.0,NaN
NaN,0.0,0.0,1.0,0.4598116808103628,0.43737038791515337,0.0,0.4027995255041519,0.11044863009557426,0.0,NaN
NaN,0.0,0.0,1.0,0.45161810849797357,0.44827492659595114,0.028881209175148106,0.41351686080235794,0.21845745592837001,0.0,NaN
NaN,0.0,0.0,1.0,0.44128937807984586,0.36641402179062055,0.086263611615245,0.41880501966660433,0.37075647055386923,0.0,NaN
NaN,0.0,0.0,1.0,0.43336374195179667,0.3777933392375342,0.0855134932533733,0.4292433854247253,0.3692230481679268,0.0,NaN
NaN,NaN,NaN,NaN,0.4255747547225069,0.3889764615560527,0.0,0.4395017793594307,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.4179189125740597,0.3999684193904943,0.0,0.44958481613285883,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.41413985857737934,0.4053942368747292,0.0,0.45456197471038096,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.3957169703435627,0.4318450971103742,0.0,0.47882562277580076,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.38502714630665674,0.4471931271236498,0.0,0.49290452967795795,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.3780460367315346,0.45721633039762566,0.0,0.5020989178589585,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.3780460367315346,0.45721633039762566,0.0,0.5020989178589585,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.4255747547225069,0.3889764615560527,0.0,0.4395017793594307,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.4179189125740597,0.3999684193904943,0.0,0.44958481613285883,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.41413985857737934,0.4053942368747292,0.0,0.45456197471038096,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.3957169703435627,0.4318450971103742,0.0,0.47882562277580076,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.38502714630665674,0.4471931271236498,0.0,0.49290452967795795,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.3780460367315346,0.45721633039762566,0.0,0.5020989178589585,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.3780460367315346,0.45721633039762566,0.0,0.5020989178589585,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.37459804968528526,0.4621668149414796,0.0,0.5066400486068918,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.3711779815624872,0.46707721459024165,0.0,0.5111444090653681,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.3644202565969587,0.4767796910046629,0.0,0.5200445911760923,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.3644202565969587,0.4767796910046629,0.0,0.5200445911760923,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.354484791915497,0.4910446414472942,0.0,0.5331299779698357,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.35122533117019544,0.49572444732373055,0.0,0.5374228123725262,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.3447831028735992,0.5049739459971577,0.0,0.5459074733096085,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.3415997361567265,0.5095444990525817,0.0,0.5501000889679716,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.33219712790032635,0.5230443951429266,0.0,0.5624836834801249,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.3110824988333226,0.5533599512756311,0.0,0.5902924571214514,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.30525234006109014,0.5617306645361538,0.0,0.5979709990970414,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.29384923540363567,0.5781027948839412,0.0,0.6129893238434164,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.2800584770633929,0.5979030247269331,0.0,0.6311522797641225,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.2746805756031118,0.6056244046800425,0.0,0.6382351815711935,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.26937922790027247,0.6132358717512572,0.0,0.6452172591532529,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.26937922790027247,0.6132358717512572,0.0,0.6452172591532529,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.2615672067254898,0.6244520653051421,0.0,0.6555059896747031,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.2514043458453328,0.6390435022895942,0.0,0.668890865954923,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.2514043458453328,0.6390435022895942,0.0,0.668890865954923,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.24642804844884209,0.646188274881981,0.0,0.6754448398576514,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.24151991950983753,0.653235173877212,0.0,0.6819090332959588,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.23428250904045805,0.6636263639210269,0.0,0.6914409795524459,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.22485854535234734,0.6771569213024942,0.0,0.7038526999845274,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.22485854535234734,0.6771569213024942,0.0,0.7038526999845274,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.2179543997695841,0.6870696226953736,0.0,0.712945723645448,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.21342733939843017,0.6935693983893889,0.0,0.7189080352125867,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.21342733939843017,0.6935693983893889,0.0,0.7189080352125867,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.20674734477910522,0.703160272621926,0.0,0.7277058434859217,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.20454959763162175,0.7063157117633668,0.0,0.730600360493599,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.20454959763162175,0.7063157117633668,0.0,0.730600360493599,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.20236607538476914,0.7094507273504942,0.0,0.7334761427633625,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.19377150858565628,0.7217904692142028,0.0,0.7447955157868408,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.18955607820323417,0.7278428187949741,0.0,0.7503473987459752,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.185393839371379,0.7338187980340323,0.0,0.7558292263996318,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.17924803359621777,0.7426427048792041,0.0,0.763923487544484,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.17521445092390703,0.7484339646512942,0.0,0.7692358701178135,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.17123066556853833,0.7541537273891609,0.0,0.774482667721102,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.167295761015076,0.7598033089891396,0.0,0.7796650874396874,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.167295761015076,0.7598033089891396,0.0,0.7796650874396874,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.1634088431025096,0.7653839932525331,0.0,0.7847843069178023,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.1634088431025096,0.7653839932525331,0.0,0.7847843069178023,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.16148310565646604,0.7681488915350048,0.0,0.7873205767504246,0.0,0.0,NaN
NaN,NaN,NaN,NaN,0.15956903934645914,0.7708970328581887,0.0,0.789841475250728,0.0,0.0,NaN
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
