Average Of Parameters Methods,Average Of Number of Edges,Average Of Number of Actions,Average Of Locality,Coupling,Cohesion,Complxity,Sability,Standard Deviation,Encapsulation,Interfacing
NaN,0.0,0.0,1.0,0.027166271396852355,0.9434531043822488,0.09050081654872073,0.9436095303270422,0.0942791774293847,0.0,NaN
NaN,0.017131669114047975,0.017131669114047975,0.7948357220317126,0.050138196562865396,0.811480068478651,0.006396844864487892,0.8623559213080532,0.09700895741077344,0.0,NaN
NaN,0.017131669114047975,0.017131669114047975,0.7948357220317126,0.05135966448710054,0.8086833195239096,0.00641617067978846,0.8597190369565298,0.09715174009315858,0.0,NaN
NaN,0.0,0.0,1.0,0.031549420336574395,0.934329531185515,0.0,0.9345111957139938,0.09978754789343593,0.0,NaN
NaN,0.0,0.0,1.0,0.032660997012930425,0.9320157719886488,0.0,0.932203837080137,0.09992738525038117,0.0,NaN
NaN,0.10407488986784141,0.10407488986784141,0.2521762068055921,0.03377899898799369,0.6874340382500872,0.01841403897407497,0.8976718810911715,0.10006781148101493,0.0,NaN
NaN,0.06938325991189427,0.06938325991189427,0.3768135056713268,0.04178969750548248,0.7481763421378206,0.012529513244896638,0.8803785202534203,0.10106763649654889,0.0,NaN
NaN,0.0038546255506607965,0.0038546255506607965,0.9538380374571351,0.052656395811405333,0.8981640158110746,0.006377635120150091,0.864976968516324,0.10194888081817087,0.0,NaN
NaN,0.007709251101321593,0.007709251101321593,0.9307570561857029,0.05388176955288231,0.811480068478651,0.012793689728975785,0.8623559213080532,0.10209800524073945,0.0,NaN
NaN,0.0,0.0,1.0,0.05884632327195096,0.877510724569548,0.0,0.8778495672315006,0.10802377273737487,0.0,NaN
NaN,0.0,0.0,1.0,0.05382487634634712,0.8879629221127523,0.0,0.8882728508112061,0.12057486486430018,0.0,NaN
NaN,0.01376651982378855,0.01376651982378855,0.8351358480611972,0.058857982429856105,0.8853737725688946,0.006474855167713354,0.8517119125232457,0.12075090757690202,0.0,NaN
NaN,0.015418502202643168,0.015418502202643168,0.815352149828541,0.07060938050827449,0.7646079720726036,0.1949013365673716,0.81816307470784,0.12702886540259054,0.0,NaN
NaN,0.0,0.0,1.0,0.07060938050827449,0.8530257902931022,0.18818060082366914,0.8534323657445485,0.12702886540259054,0.0,NaN
NaN,0.002267426794506341,0.002267426794506341,0.9728459043865499,0.06269427988341915,0.78273087891283,0.046168532500216956,0.8352500604274876,0.13358764329829073,0.0,NaN
NaN,0.0,0.0,1.0,0.03377899898799369,0.9296886384611649,0.03069006495679162,0.9298831411131365,0.14879554970861922,0.0,NaN
NaN,0.0,0.0,1.0,0.05632024370234295,0.8827687872480102,0.038967935688256516,0.8830930845063066,0.1496411178028745,0.0,NaN
NaN,0.0,0.0,1.0,0.0575794091319788,0.8801478204220896,0.03908746923331252,0.8804793680733128,0.14985457683648118,0.0,NaN
NaN,0.014201252028750283,0.014201252028750283,0.8299296116841826,0.12966238279365389,0.8391315617155954,0.007584830339321357,0.7400667874122708,0.15027553984470685,0.0,NaN
NaN,0.0,0.0,1.0,0.12522357481977667,0.8391315617155954,0.0,0.7798707015822706,0.15027553984470685,0.0,NaN
NaN,0.0,0.0,1.0,0.12182363679723238,0.8455008695934855,0.0,0.786645835909079,0.15337701782071458,0.0,NaN
NaN,0.0,0.0,1.0,0.07468072619709787,0.8445512390259619,0.2239100074611161,0.84498125766866,0.15587835397165012,0.0,NaN
NaN,0.03706370721789225,0.03706370721789225,0.5561349755493779,0.029079249944672148,0.7709781318867605,0.06732356612423568,0.900085404896852,0.1572565571536732,0.0,NaN
NaN,0.02929515418502202,0.02929515418502202,0.6491690846742283,0.0575794091319788,0.7944422052144896,0.006514578205552087,0.8462919571297548,0.15895534337712444,0.0,NaN
NaN,0.03854625550660793,0.03854625550660793,0.5383803745713528,0.07184621100812086,0.7707249280501223,0.05342773572352152,0.7888829085641573,0.16078035504480281,0.0,NaN
NaN,0.0,0.0,1.0,0.12867243281386834,0.8326706091200379,0.0,0.7729980833083137,0.16130261217738523,0.0,NaN
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
